hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,reserved_room_type,assigned_room_type,booking_changes,deposit_type,customer_type,adr,required_car_parking_spaces,total_of_special_requests,total_nights,revenue
Resort Hotel,0,6,2016,July,28,8,2,2,2,0,0,BB,BRA,Direct,Direct,E,E,5,No Deposit,Transient,191.1,1,1,4,764.4
Resort Hotel,0,177,2016,July,28,4,3,5,1,2,0,HB,PRT,Online TA,TA/TO,G,G,1,No Deposit,Transient,211.8,1,1,8,1694.4
Resort Hotel,0,173,2016,July,27,2,4,6,1,0,0,HB,GBR,Offline TA/TO,TA/TO,A,A,1,No Deposit,Contract,66.7,0,0,10,667.0
Resort Hotel,0,12,2016,July,28,6,2,5,2,0,0,BB,IRL,Online TA,TA/TO,F,F,0,No Deposit,Transient,150.79,0,1,7,1055.53
Resort Hotel,0,317,2016,July,28,6,2,5,2,0,0,BB,GBR,Online TA,TA/TO,A,D,1,No Deposit,Transient,102.71,0,3,7,718.9699999999999
Resort Hotel,0,183,2016,July,28,6,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,Contract,98.0,0,0,7,686.0
Resort Hotel,0,177,2016,July,28,6,2,5,2,0,0,BB,GBR,Direct,Direct,E,E,1,No Deposit,Transient,104.6,0,1,7,732.1999999999999
Resort Hotel,0,161,2016,July,28,5,2,6,2,0,0,HB,ESP,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,111.75,1,0,8,894.0
Resort Hotel,0,205,2016,July,28,4,3,6,2,1,0,BB,ROU,Offline TA/TO,TA/TO,D,D,0,No Deposit,Transient,85.67,0,1,9,771.03
Resort Hotel,0,0,2016,July,29,12,0,1,1,0,0,BB,NLD,Direct,Direct,A,G,0,No Deposit,Transient,201.0,1,0,1,201.0
Resort Hotel,0,165,2016,July,28,3,4,6,2,2,0,HB,PRT,Online TA,TA/TO,C,C,2,No Deposit,Transient,181.3,0,1,10,1813.0
Resort Hotel,0,0,2016,July,29,12,0,1,1,0,0,BB,NLD,Direct,Direct,A,E,0,No Deposit,Transient,161.0,1,0,1,161.0
Resort Hotel,0,66,2016,July,28,4,3,6,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,1,No Deposit,Transient,100.0,0,0,9,900.0
Resort Hotel,0,6,2016,July,29,11,1,1,3,1,0,HB,PRT,Online TA,TA/TO,H,H,0,No Deposit,Transient,282.0,0,2,2,564.0
Resort Hotel,0,22,2016,August,36,31,2,4,2,3,0,HB,PRT,Online TA,TA/TO,G,G,1,No Deposit,Transient,311.33,1,2,6,1867.98
Resort Hotel,0,165,2016,July,28,4,3,6,2,0,0,FB,BEL,Offline TA/TO,TA/TO,D,E,0,No Deposit,Transient,110.0,0,0,9,990.0
Resort Hotel,0,2,2016,July,29,14,0,1,2,0,0,BB,PRT,Direct,Direct,E,E,0,No Deposit,Transient,150.0,0,1,1,150.0
Resort Hotel,0,171,2016,July,28,7,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,Contract,68.0,0,0,7,476.0
Resort Hotel,0,167,2016,July,28,3,4,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,A,A,0,No Deposit,Contract,59.8,0,0,11,657.8
Resort Hotel,0,210,2016,June,27,30,4,10,2,0,0,BB,NOR,Online TA,TA/TO,A,A,0,No Deposit,Transient,61.88,0,1,14,866.32
Resort Hotel,0,171,2016,July,28,7,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,D,F,2,No Deposit,Contract,108.0,0,0,7,756.0
Resort Hotel,0,164,2016,June,27,30,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,Contract,70.0,0,1,14,980.0
Resort Hotel,0,180,2016,July,28,4,3,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,A,A,0,No Deposit,Contract,87.8,0,0,10,878.0
Resort Hotel,0,164,2016,June,27,30,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,Contract,70.0,0,1,14,980.0
Resort Hotel,0,245,2017,June,25,22,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,Contract,84.8,0,1,14,1187.2
Resort Hotel,0,191,2016,July,28,7,2,5,3,0,0,BB,GBR,Offline TA/TO,TA/TO,A,A,0,No Deposit,Contract,80.03,0,0,7,560.21
Resort Hotel,0,171,2016,July,28,7,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,A,A,0,No Deposit,Contract,70.86,0,0,7,496.02
Resort Hotel,0,164,2016,June,27,30,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,A,A,0,No Deposit,Contract,59.8,0,0,14,837.1999999999999
Resort Hotel,0,196,2016,July,28,9,2,3,2,2,0,BB,PRT,Direct,Direct,C,C,0,No Deposit,Transient,115.0,0,1,5,575.0
Resort Hotel,0,171,2016,July,28,7,2,5,2,0,0,HB,POL,Offline TA/TO,TA/TO,A,A,0,No Deposit,Contract,68.86,0,0,7,482.02
Resort Hotel,0,6,2016,July,29,13,0,1,2,0,0,BB,PRT,Corporate,Corporate,A,C,0,No Deposit,Transient,73.0,0,1,1,73.0
Resort Hotel,0,6,2016,September,39,20,0,1,1,0,0,BB,PRT,Corporate,Corporate,A,C,0,No Deposit,Transient,59.0,0,1,1,59.0
Resort Hotel,0,5,2016,October,43,18,0,1,1,0,0,BB,PRT,Corporate,Corporate,A,A,0,No Deposit,Transient,42.0,0,1,1,42.0
Resort Hotel,0,5,2016,November,47,15,0,1,1,0,0,BB,PRT,Corporate,Corporate,A,A,0,No Deposit,Transient,30.0,0,1,1,30.0
Resort Hotel,0,6,2016,December,51,13,0,2,1,0,0,BB,PRT,Corporate,Corporate,A,D,0,No Deposit,Transient,30.0,0,1,2,60.0
Resort Hotel,0,6,2017,January,2,10,0,1,1,0,0,BB,PRT,Corporate,Corporate,A,D,0,No Deposit,Transient,35.0,0,1,1,35.0
Resort Hotel,0,0,2017,January,4,24,0,2,2,0,0,BB,PRT,Corporate,Corporate,A,D,0,No Deposit,Transient,40.0,0,1,2,80.0
Resort Hotel,0,1,2017,February,6,7,0,2,1,0,0,BB,PRT,Corporate,Corporate,A,A,1,No Deposit,Transient,35.0,0,1,2,70.0
Resort Hotel,0,6,2017,March,10,7,0,2,1,0,0,BB,PRT,Corporate,Corporate,A,A,0,No Deposit,Transient,35.0,0,1,2,70.0
Resort Hotel,0,3,2017,May,21,25,0,1,1,0,0,BB,PRT,Corporate,Corporate,A,D,0,No Deposit,Transient,45.0,0,1,1,45.0
Resort Hotel,0,12,2016,July,28,7,2,5,2,0,0,BB,GBR,Online TA,TA/TO,F,F,0,No Deposit,Transient,209.57,0,1,7,1466.99
Resort Hotel,0,164,2016,June,27,30,4,10,2,0,0,HB,GBR,Offline TA/TO,TA/TO,A,A,0,No Deposit,Contract,68.86,0,0,14,964.04
Resort Hotel,0,0,2016,July,29,12,0,2,2,0,0,BB,PRT,Direct,Direct,C,C,0,No Deposit,Transient,165.0,0,0,2,330.0
Resort Hotel,0,12,2016,July,29,11,1,2,2,0,0,BB,ESP,Online TA,TA/TO,A,A,0,No Deposit,Transient,181.0,1,0,3,543.0
Resort Hotel,0,204,2016,July,28,9,2,3,2,0,0,BB,DEU,Online TA,TA/TO,A,C,1,No Deposit,Transient,94.6,0,0,5,473.0
Resort Hotel,0,9,2016,July,28,8,2,4,2,0,0,BB,PRT,Direct,Direct,A,A,0,No Deposit,Transient,169.0,0,0,6,1014.0
Resort Hotel,0,154,2016,July,29,11,1,2,2,0,0,BB,LUX,Offline TA/TO,TA/TO,A,B,0,No Deposit,Transient,64.8,0,0,3,194.39999999999998
Resort Hotel,0,164,2016,June,27,30,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,Contract,70.0,0,2,14,980.0
Resort Hotel,0,351,2017,June,26,29,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,Group,123.5,0,3,14,1729.0
Resort Hotel,0,2,2016,July,29,12,0,2,2,0,0,BB,PRT,Direct,Direct,E,E,1,No Deposit,Transient,171.0,1,1,2,342.0
Resort Hotel,0,0,2017,March,11,17,0,2,2,0,0,BB,PRT,Direct,Direct,F,F,0,No Deposit,Transient,107.0,1,1,2,214.0
Resort Hotel,0,2,2017,June,26,28,0,2,2,0,0,BB,PRT,Direct,Direct,E,E,0,No Deposit,Transient,179.0,1,1,2,358.0
Resort Hotel,0,137,2016,July,28,9,2,3,2,0,0,BB,SWE,Online TA,TA/TO,A,A,0,No Deposit,Transient,119.0,0,1,5,595.0
Resort Hotel,0,113,2016,July,28,7,2,5,2,0,0,BB,BEL,Online TA,TA/TO,D,D,2,No Deposit,Transient,183.86,1,1,7,1287.02
Resort Hotel,0,0,2016,July,29,13,0,1,2,0,0,BB,USA,Direct,Direct,D,D,0,No Deposit,Transient,161.0,0,0,1,161.0
Resort Hotel,0,2,2016,July,29,14,0,1,2,0,0,BB,USA,Direct,Direct,A,A,0,No Deposit,Transient,161.0,0,0,1,161.0
Resort Hotel,0,1,2016,July,29,13,0,1,2,0,0,BB,SWE,Online TA,TA/TO,D,D,0,No Deposit,Transient,144.0,0,0,1,144.0
Resort Hotel,0,179,2016,July,28,4,3,7,2,0,0,FB,GBR,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,100.89,0,0,10,1008.9
Resort Hotel,0,212,2016,July,29,11,1,2,2,0,0,BB,GBR,Online TA,TA/TO,E,F,1,No Deposit,Transient,108.0,0,1,3,324.0
Resort Hotel,0,30,2016,July,29,12,0,2,2,0,0,BB,FRA,Online TA,TA/TO,E,E,0,No Deposit,Transient,189.0,0,1,2,378.0
Resort Hotel,0,220,2016,July,28,4,3,7,2,0,0,BB,POL,Offline TA/TO,TA/TO,D,D,0,No Deposit,Transient,70.0,0,0,10,700.0
Resort Hotel,0,122,2016,July,29,15,2,4,2,0,0,HB,POL,Offline TA/TO,TA/TO,E,E,0,No Deposit,Transient,113.05,0,0,6,678.3
Resort Hotel,0,122,2016,July,29,15,2,4,2,0,0,HB,POL,Offline TA/TO,TA/TO,D,D,0,No Deposit,Transient,110.7,0,0,6,664.2
Resort Hotel,0,9,2016,July,29,15,2,3,3,1,0,BB,PRT,Direct,Direct,C,C,0,No Deposit,Transient,199.0,0,0,5,995.0
Resort Hotel,0,177,2016,July,27,1,4,10,1,0,0,BB,GBR,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,60.18,0,0,14,842.52
Resort Hotel,0,180,2016,July,28,4,3,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,Contract,70.0,0,0,11,770.0
Resort Hotel,0,180,2016,July,28,4,3,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,Contract,70.0,0,0,11,770.0
Resort Hotel,0,182,2016,July,28,6,2,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,Contract,70.0,0,0,9,630.0
Resort Hotel,0,258,2016,July,28,4,3,8,2,0,0,BB,DNK,Online TA,TA/TO,G,G,0,No Deposit,Transient,130.5,0,0,11,1435.5
Resort Hotel,0,322,2016,July,28,4,3,8,2,2,0,BB,DNK,Direct,Direct,G,G,0,No Deposit,Transient,123.25,0,0,11,1355.75
Resort Hotel,0,147,2016,July,28,8,2,5,2,0,0,HB,PRT,Direct,Direct,D,D,1,No Deposit,Transient,146.1,0,0,7,1022.6999999999999
Resort Hotel,0,178,2016,July,29,11,1,3,2,0,0,BB,PRT,Direct,Direct,A,A,0,No Deposit,Transient,102.9,1,0,4,411.6
Resort Hotel,0,17,2016,July,29,14,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,2,No Deposit,Transient,65.0,0,0,1,65.0
Resort Hotel,0,173,2016,July,28,4,3,8,2,1,0,Undefined,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,122.85,0,2,11,1351.35
Resort Hotel,0,173,2016,July,28,4,3,8,2,1,0,Undefined,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,134.85,1,2,11,1483.35
Resort Hotel,0,154,2016,July,29,11,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,E,E,0,No Deposit,Transient,98.4,1,0,4,393.6
Resort Hotel,0,191,2016,July,28,8,2,5,2,0,0,BB,NLD,Offline TA/TO,TA/TO,D,D,0,No Deposit,Transient,86.0,0,1,7,602.0
Resort Hotel,0,36,2016,July,29,11,1,3,2,0,0,BB,GBR,Online TA,TA/TO,F,F,0,No Deposit,Transient,154.0,0,1,4,616.0
Resort Hotel,0,178,2016,July,28,9,2,4,2,0,0,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,Transient,106.5,1,1,6,639.0
Resort Hotel,0,148,2017,July,27,8,2,4,2,0,0,BB,PRT,Online TA,TA/TO,D,D,2,No Deposit,Transient,154.0,1,1,6,924.0
Resort Hotel,0,9,2016,July,29,13,0,2,2,0,0,BB,DEU,Complementary,TA/TO,A,A,0,No Deposit,Transient,0.0,0,3,2,0.0
Resort Hotel,0,164,2016,July,27,1,4,10,2,0,0,HB,DEU,Offline TA/TO,TA/TO,E,E,0,No Deposit,Contract,105.4,0,0,14,1475.6000000000001
Resort Hotel,0,162,2016,July,28,8,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,E,E,0,No Deposit,Transient,88.4,0,0,7,618.8000000000001
Resort Hotel,0,125,2016,July,28,8,2,5,2,0,0,BB,ROU,Online TA,TA/TO,D,D,0,No Deposit,Transient,157.86,0,2,7,1105.02
Resort Hotel,0,59,2016,July,29,13,0,2,2,0,0,BB,PRT,Online TA,TA/TO,E,E,0,No Deposit,Transient,202.0,1,0,2,404.0
Resort Hotel,0,143,2016,July,28,8,2,5,2,0,0,HB,FRA,Offline TA/TO,TA/TO,D,D,0,No Deposit,Transient,112.0,0,0,7,784.0
Resort Hotel,0,38,2016,July,29,12,0,3,2,0,0,BB,USA,Direct,Direct,F,F,0,No Deposit,Transient,212.0,1,1,3,636.0
Resort Hotel,0,0,2016,July,29,14,0,1,2,0,0,BB,PRT,Direct,Direct,A,A,0,No Deposit,Transient,149.0,0,0,1,149.0
Resort Hotel,0,0,2016,July,29,15,0,2,2,0,0,BB,PRT,Direct,Direct,A,D,0,No Deposit,Transient,176.0,0,0,2,352.0
Resort Hotel,0,1,2016,July,29,14,0,1,1,0,0,BB,PRT,Corporate,Corporate,A,I,0,No Deposit,Transient,126.0,1,0,1,126.0
Resort Hotel,0,27,2016,July,29,11,1,3,3,1,0,BB,IRL,Online TA,TA/TO,H,H,0,No Deposit,Transient,224.0,0,0,4,896.0
Resort Hotel,0,173,2016,July,28,9,2,5,3,0,0,BB,GBR,Offline TA/TO,TA/TO,A,C,1,No Deposit,Contract,123.64,0,1,7,865.48
Resort Hotel,0,20,2016,July,28,9,2,5,2,0,0,BB,GBR,Online TA,TA/TO,A,A,0,No Deposit,Transient,161.0,0,1,7,1127.0
Resort Hotel,0,177,2016,July,28,6,2,8,2,0,0,Undefined,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,Contract,120.0,0,1,10,1200.0
Resort Hotel,0,187,2016,July,28,9,2,5,2,0,0,BB,CN,Online TA,TA/TO,A,A,0,No Deposit,Transient,83.0,0,2,7,581.0
Resort Hotel,0,187,2016,July,28,9,2,5,2,0,0,BB,CN,Online TA,TA/TO,A,A,0,No Deposit,Transient,95.0,1,2,7,665.0
Resort Hotel,0,187,2016,July,28,9,2,5,2,0,0,BB,CN,Online TA,TA/TO,A,A,0,No Deposit,Transient,83.0,1,2,7,581.0
Resort Hotel,0,187,2016,July,28,9,2,5,2,0,0,BB,CN,Online TA,TA/TO,A,A,0,No Deposit,Transient,95.0,1,2,7,665.0
Resort Hotel,0,187,2016,July,28,9,2,5,2,0,0,BB,CN,Online TA,TA/TO,A,A,0,No Deposit,Transient,83.0,0,2,7,581.0
Resort Hotel,0,129,2016,July,29,10,2,4,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,158.67,1,3,6,952.02
Resort Hotel,0,179,2016,July,29,11,1,4,2,0,0,FB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,91.4,0,1,5,457.0
Resort Hotel,0,179,2016,July,29,11,1,4,1,1,0,FB,PRT,Offline TA/TO,TA/TO,A,A,1,No Deposit,Transient-Party,24.7,0,1,5,123.5
Resort Hotel,0,132,2016,July,29,10,2,4,2,0,0,BB,PRT,Online TA,TA/TO,E,E,0,No Deposit,Transient,172.0,0,1,6,1032.0
Resort Hotel,0,201,2016,July,28,9,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,64.8,0,0,7,453.59999999999997
Resort Hotel,0,23,2016,July,29,10,2,4,2,0,0,BB,ESP,Online TA,TA/TO,A,A,0,No Deposit,Transient,171.0,1,1,6,1026.0
Resort Hotel,0,0,2016,July,29,15,0,1,2,0,0,BB,USA,Online TA,TA/TO,A,A,0,No Deposit,Transient,151.0,0,0,1,151.0
Resort Hotel,0,0,2016,July,29,14,0,2,1,0,0,BB,NLD,Direct,Direct,A,A,1,No Deposit,Transient,146.0,0,0,2,292.0
Resort Hotel,0,25,2016,July,29,15,0,1,2,0,0,BB,USA,Direct,Direct,A,A,0,No Deposit,Transient,155.1,1,0,1,155.1
Resort Hotel,0,100,2016,July,29,15,0,1,2,2,0,BB,NLD,Online TA,TA/TO,G,G,3,No Deposit,Transient-Party,226.0,0,1,1,226.0
Resort Hotel,0,169,2016,July,27,2,4,10,2,0,0,HB,GBR,Offline TA/TO,TA/TO,A,A,0,No Deposit,Contract,120.1,0,0,14,1681.3999999999999
Resort Hotel,0,184,2016,July,28,9,2,5,2,0,0,BB,CHE,Online TA,TA/TO,D,D,1,No Deposit,Transient,106.5,1,1,7,745.5
Resort Hotel,0,147,2016,July,29,11,1,4,2,0,0,BB,FIN,Online TA,TA/TO,E,E,0,No Deposit,Transient,149.0,0,1,5,745.0
Resort Hotel,0,100,2016,July,29,15,0,1,2,0,0,BB,NLD,Online TA,TA/TO,E,F,3,No Deposit,Transient-Party,208.0,1,2,1,208.0
Resort Hotel,0,24,2016,July,29,14,0,2,2,1,0,BB,ESP,Online TA,TA/TO,A,B,1,No Deposit,Transient,171.0,0,1,2,342.0
Resort Hotel,0,171,2016,July,27,2,4,10,2,0,0,BB,NOR,Offline TA/TO,TA/TO,E,E,0,No Deposit,Transient,119.7,0,0,14,1675.8
Resort Hotel,0,169,2016,July,27,2,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,Contract,104.55,0,0,14,1463.7
Resort Hotel,0,175,2016,July,28,9,2,5,3,0,0,HB,PRT,Offline TA/TO,TA/TO,D,D,0,No Deposit,Transient,115.2,0,1,7,806.4
Resort Hotel,0,31,2016,July,28,9,2,5,2,1,0,BB,IRL,Online TA,TA/TO,F,F,0,No Deposit,Transient,214.87,0,1,7,1504.0900000000001
Resort Hotel,0,171,2016,July,27,2,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,90.1,0,0,14,1261.3999999999999
Resort Hotel,0,1,2016,July,29,15,0,1,2,0,0,BB,COL,Online TA,TA/TO,D,D,0,No Deposit,Transient,164.0,1,1,1,164.0
Resort Hotel,0,129,2016,July,29,10,2,4,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,146.67,0,2,6,880.02
Resort Hotel,0,176,2016,July,28,9,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,136.2,1,0,7,953.3999999999999
Resort Hotel,0,1,2016,July,29,14,0,2,2,0,0,BB,FRA,Direct,Direct,A,A,1,No Deposit,Transient,171.0,1,1,2,342.0
Resort Hotel,0,285,2016,July,27,2,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,73.86,0,0,14,1034.04
Resort Hotel,0,146,2016,July,29,14,0,2,2,0,1,BB,ESP,Offline TA/TO,TA/TO,D,I,0,No Deposit,Transient-Party,122.7,0,3,2,245.4
Resort Hotel,0,146,2016,July,29,14,0,2,2,0,1,BB,ESP,Offline TA/TO,TA/TO,D,D,0,No Deposit,Transient-Party,110.7,0,3,2,221.4
Resort Hotel,0,171,2016,July,28,7,2,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,Contract,106.55,0,0,10,1065.5
Resort Hotel,0,10,2016,July,29,13,0,4,2,0,0,BB,NLD,Online TA,TA/TO,A,A,0,No Deposit,Transient,171.5,0,1,4,686.0
Resort Hotel,0,107,2016,July,29,13,0,4,1,1,0,BB,AZE,Online TA,TA/TO,A,A,2,No Deposit,Transient,162.0,0,1,4,648.0
Resort Hotel,0,174,2016,July,29,10,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,Contract,106.55,0,0,7,745.85
Resort Hotel,0,44,2016,July,29,14,0,3,2,0,0,BB,ESP,Online TA,TA/TO,D,D,0,No Deposit,Transient,181.33,0,2,3,543.99
Resort Hotel,0,6,2016,July,29,14,0,3,2,0,0,HB,ESP,Online TA,TA/TO,A,A,0,No Deposit,Transient,217.0,0,2,3,651.0
Resort Hotel,0,18,2016,July,29,15,0,2,2,0,0,BB,ESP,Online TA,TA/TO,A,A,0,No Deposit,Transient-Party,186.0,1,1,2,372.0
Resort Hotel,0,18,2016,July,29,15,0,2,2,0,0,BB,ESP,Online TA,TA/TO,A,A,0,No Deposit,Transient-Party,174.0,0,1,2,348.0
Resort Hotel,0,0,2016,July,29,14,0,3,2,0,0,BB,ITA,Online TA,TA/TO,F,F,0,No Deposit,Transient,158.86,0,0,3,476.58000000000004
Resort Hotel,0,2,2016,July,29,15,0,2,2,0,0,BB,ESP,Online TA,TA/TO,D,D,0,No Deposit,Transient,176.0,0,1,2,352.0
Resort Hotel,0,134,2016,July,29,12,0,5,1,0,0,BB,PRT,Online TA,TA/TO,A,E,1,No Deposit,Transient,140.0,0,1,5,700.0
Resort Hotel,0,134,2016,July,29,12,0,5,1,0,0,BB,ITA,Online TA,TA/TO,A,E,0,No Deposit,Transient,140.0,0,1,5,700.0
Resort Hotel,0,23,2016,July,29,15,0,2,2,0,0,BB,IRL,Online TA,TA/TO,A,A,0,No Deposit,Transient,160.0,0,1,2,320.0
Resort Hotel,0,165,2016,July,28,3,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,Transient,104.55,0,2,14,1463.7
Resort Hotel,0,165,2016,July,28,3,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,Transient,104.55,0,2,14,1463.7
Resort Hotel,0,1,2016,July,29,15,0,2,1,0,0,BB,PRT,Corporate,Direct,A,E,0,No Deposit,Transient,147.6,0,0,2,295.2
Resort Hotel,0,1,2016,July,29,15,0,2,2,0,0,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,Transient,176.0,0,0,2,352.0
Resort Hotel,0,148,2016,July,29,13,0,4,2,2,0,HB,CHE,Direct,Direct,C,C,0,No Deposit,Transient,213.75,1,0,4,855.0
Resort Hotel,0,177,2016,July,28,9,2,6,2,0,0,FB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,142.2,0,1,8,1137.6
Resort Hotel,0,122,2016,July,28,8,2,7,2,0,0,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,Transient,162.22,0,1,9,1459.98
Resort Hotel,0,37,2016,July,28,9,2,6,2,1,0,BB,ESP,Online TA,TA/TO,C,C,0,No Deposit,Transient,163.65,0,1,8,1309.2
Resort Hotel,0,1,2016,July,29,16,0,1,2,0,0,BB,ESP,Direct,Direct,A,A,0,No Deposit,Transient,145.0,1,0,1,145.0
Resort Hotel,0,1,2016,July,29,16,0,1,2,0,0,BB,ESP,Online TA,TA/TO,A,A,0,No Deposit,Transient,149.0,1,0,1,149.0
Resort Hotel,0,12,2016,July,29,16,0,1,2,0,0,BB,ESP,Online TA,TA/TO,A,A,2,No Deposit,Transient,152.8,1,0,1,152.8
Resort Hotel,0,55,2016,July,29,15,0,2,3,1,0,BB,ESP,Online TA,TA/TO,H,H,0,No Deposit,Transient,249.5,0,0,2,499.0
Resort Hotel,0,1,2016,July,29,16,0,1,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,166.5,1,2,1,166.5
Resort Hotel,0,0,2016,July,29,16,0,1,2,0,0,BB,PRT,Direct,Direct,A,B,0,No Deposit,Transient,157.0,1,0,1,157.0
Resort Hotel,0,68,2016,July,29,15,0,2,2,0,0,BB,ESP,Online TA,TA/TO,A,A,0,No Deposit,Transient,172.0,0,1,2,344.0
Resort Hotel,0,2,2016,July,29,15,0,2,2,0,0,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,Transient,143.2,0,0,2,286.4
Resort Hotel,0,185,2016,July,28,9,2,6,2,2,0,BB,GBR,Online TA,TA/TO,G,G,0,No Deposit,Transient,177.25,0,0,8,1418.0
Resort Hotel,0,14,2016,July,29,14,0,3,2,1,0,BB,FRA,Direct,Direct,H,H,0,No Deposit,Transient,244.0,0,0,3,732.0
Resort Hotel,0,17,2016,July,30,17,1,0,2,1,0,BB,FRA,Direct,Direct,A,C,1,No Deposit,Transient,187.0,0,0,1,187.0
Resort Hotel,0,143,2016,July,29,10,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,Contract,106.26,0,0,7,743.82
Resort Hotel,0,177,2016,July,28,9,2,6,2,0,1,FB,PRT,Offline TA/TO,TA/TO,A,A,1,No Deposit,Transient-Party,142.2,1,2,8,1137.6
Resort Hotel,0,0,2016,July,29,15,0,2,2,0,0,BB,PRT,Direct,Direct,G,G,0,No Deposit,Transient,219.0,0,0,2,438.0
Resort Hotel,0,0,2016,July,30,17,1,0,2,1,0,BB,PRT,Direct,Direct,D,D,0,No Deposit,Transient,169.0,0,0,1,169.0
Resort Hotel,0,167,2016,July,28,6,3,9,2,1,0,BB,NLD,Offline TA/TO,TA/TO,D,D,0,No Deposit,Transient,160.0,0,1,12,1920.0
Resort Hotel,0,182,2016,July,29,11,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,E,E,0,No Deposit,Transient,95.86,0,0,7,671.02
Resort Hotel,0,217,2016,July,29,12,1,5,2,0,0,BB,FRA,Online TA,TA/TO,A,E,0,No Deposit,Transient,90.0,0,1,6,540.0
Resort Hotel,0,22,2016,July,29,14,1,3,2,2,0,BB,USA,Direct,Direct,C,C,1,No Deposit,Transient,186.5,0,0,4,746.0
Resort Hotel,0,114,2016,July,28,8,3,7,2,0,0,BB,FRA,Online TA,TA/TO,D,D,0,No Deposit,Transient,176.0,0,1,10,1760.0
Resort Hotel,0,95,2016,July,29,15,1,2,3,0,0,BB,IRL,Online TA,TA/TO,A,A,1,No Deposit,Transient,158.2,0,4,3,474.59999999999997
Resort Hotel,0,137,2016,July,29,15,1,2,2,0,0,BB,GBR,Online TA,TA/TO,A,A,0,No Deposit,Transient,164.0,1,0,3,492.0
Resort Hotel,0,122,2016,July,28,9,3,6,2,0,0,BB,PRT,Direct,Direct,F,F,0,No Deposit,Transient,174.0,1,3,9,1566.0
Resort Hotel,0,227,2016,July,29,10,3,5,2,0,0,BB,CN,Offline TA/TO,TA/TO,E,E,0,No Deposit,Transient,131.6,0,1,8,1052.8
